Genome	D300242.digesta_deep Covered Bases	D300243.digesta_deep Covered Bases	D300244.digesta_deep Covered Bases	D300245.digesta_deep Covered Bases	D300246.digesta_deep Covered Bases	D300247.digesta_deep Covered Bases	D300248.digesta_deep Covered Bases	D300249.digesta_deep Covered Bases	D300250.digesta_deep Covered Bases	D300251.digesta_deep Covered Bases	D300252.digesta_deep Covered Bases	D300253.digesta_deep Covered Bases	D300254.digesta_deep Covered Bases	D300255.digesta_deep Covered Bases	D300256.digesta_deep Covered Bases	D300257.digesta_deep Covered Bases	D300258.digesta_deep Covered Bases	D300259.digesta_deep Covered Bases	D300260.digesta_deep Covered Bases	D300261.digesta_deep Covered Bases	D300262.digesta_deep Covered Bases	D300263.digesta_deep Covered Bases	D300264.digesta_deep Covered Bases	D300265.digesta_deep Covered Bases	D300271.faeces_shallow Covered Bases	D300272.faeces_shallow Covered Bases	D300273.faeces_shallow Covered Bases	D300274.faeces_shallow Covered Bases	D300275.faeces_shallow Covered Bases	D300276.faeces_shallow Covered Bases	D300277.faeces_shallow Covered Bases	D300278.faeces_shallow Covered Bases	D300279.faeces_shallow Covered Bases	D300280.faeces_shallow Covered Bases	D300281.faeces_shallow Covered Bases	D300282.faeces_shallow Covered Bases	D300283.faeces_shallow Covered Bases	D300284.faeces_shallow Covered Bases	D300285.faeces_shallow Covered Bases	D300286.faeces_shallow Covered Bases	D300287.faeces_shallow Covered Bases	D300288.faeces_shallow Covered Bases	D300289.faeces_shallow Covered Bases	D300290.faeces_shallow Covered Bases	D300291.faeces_shallow Covered Bases	D300292.faeces_shallow Covered Bases	D300293.faeces_shallow Covered Bases	D300294.faeces_shallow Covered Bases	D300295.faeces_shallow Covered Bases	D300296.faeces_shallow Covered Bases	D300297.faeces_shallow Covered Bases	D300298.faeces_shallow Covered Bases	D300299.faeces_shallow Covered Bases	D300300.faeces_shallow Covered Bases	D300301.faeces_shallow Covered Bases	D300302.faeces_shallow Covered Bases	D300303.faeces_shallow Covered Bases	D300304.faeces_shallow Covered Bases	D300305.faeces_shallow Covered Bases	D300306.faeces_shallow Covered Bases	D300307.faeces_shallow Covered Bases	D300308.faeces_shallow Covered Bases	D300309.faeces_shallow Covered Bases	D300310.faeces_shallow Covered Bases	D300311.faeces_shallow Covered Bases	D300312.faeces_shallow Covered Bases	D300313.faeces_shallow Covered Bases	D300314.faeces_shallow Covered Bases	D300315.faeces_shallow Covered Bases	D300316.faeces_shallow Covered Bases	D300317.faeces_shallow Covered Bases	D300318.faeces_shallow Covered Bases	D300319.faeces_shallow Covered Bases	D300320.faeces_shallow Covered Bases	D300321.faeces_shallow Covered Bases	D300322.faeces_shallow Covered Bases	D300323.faeces_shallow Covered Bases	D300324.faeces_shallow Covered Bases	D300325.faeces_shallow Covered Bases	D300326.faeces_shallow Covered Bases	D300327.faeces_shallow Covered Bases	D300328.faeces_shallow Covered Bases	D300329.faeces_shallow Covered Bases	D300330.faeces_shallow Covered Bases	D300331.faeces_shallow Covered Bases	D300332.faeces_shallow Covered Bases	D300333.faeces_shallow Covered Bases	D300334.faeces_shallow Covered Bases	D300335.faeces_shallow Covered Bases	D300336.faeces_shallow Covered Bases	D300337.faeces_shallow Covered Bases	D300338.faeces_shallow Covered Bases	D300339.faeces_shallow Covered Bases	D300340.faeces_shallow Covered Bases	D300341.faeces_shallow Covered Bases	D300342.faeces_shallow Covered Bases	D300343.faeces_shallow Covered Bases	D300344.faeces_shallow Covered Bases	D300345.faeces_shallow Covered Bases	D300346.faeces_shallow Covered Bases	D300347.faeces_shallow Covered Bases	D300348.faeces_shallow Covered Bases	D300349.faeces_shallow Covered Bases	D300350.faeces_shallow Covered Bases	D300351.faeces_shallow Covered Bases	D300352.faeces_shallow Covered Bases	D300353.faeces_shallow Covered Bases	D300354.faeces_shallow Covered Bases	D300355.faeces_shallow Covered Bases	D300356.faeces_shallow Covered Bases	D300357.faeces_shallow Covered Bases	D300358.faeces_shallow Covered Bases	D300359.faeces_shallow Covered Bases	D300360.faeces_shallow Covered Bases	D300361.faeces_shallow Covered Bases	D300362.faeces_shallow Covered Bases	D300363.faeces_shallow Covered Bases	D300364.faeces_shallow Covered Bases	D300365.faeces_shallow Covered Bases	D300366.faeces_shallow Covered Bases	D300367.faeces_shallow Covered Bases	D300368.faeces_shallow Covered Bases	D300369.faeces_shallow Covered Bases	D300370.faeces_shallow Covered Bases	D300371.faeces_shallow Covered Bases	D300372.faeces_shallow Covered Bases	D300373.faeces_shallow Covered Bases	D300374.faeces_shallow Covered Bases	D300375.faeces_shallow Covered Bases	D300376.faeces_shallow Covered Bases	D300377.faeces_shallow Covered Bases	D300378.faeces_shallow Covered Bases	D300379.faeces_shallow Covered Bases	D300380.faeces_shallow Covered Bases	D300381.faeces_shallow Covered Bases	D300382.faeces_shallow Covered Bases	D300383.faeces_shallow Covered Bases	D300384.faeces_shallow Covered Bases	D300385.faeces_shallow Covered Bases	D300386.faeces_shallow Covered Bases	D300387.faeces_shallow Covered Bases	D300388.faeces_shallow Covered Bases	D300389.faeces_shallow Covered Bases	D300390.faeces_shallow Covered Bases	D300391.faeces_shallow Covered Bases	D300392.faeces_shallow Covered Bases	D300393.faeces_shallow Covered Bases
TJ1:bin_000319	1254240	2070128	1304976	1241068	1703302	1502751	1219674	831578	1639581	1116828	1302625	1351088	1433976	1380060	805429	1073078	1132746	956896	1656725	487324	1496572	1130928	350188	719671	779281	0	101427	0	18473	0	9812	5327	171149	8181	7194	7406	43220	71729	94704	12300	30345	35177	18082	49862	34313	74649	46614	74731	64534	380810	18566	71971	98084	16945	169740	24685	264677	28583	135726	236715	350888	121158	251617	231484	136734	26681	51086	86712	59441	13859	41970	135383	116144	18614	204311	86100	69077	93088	55695	135362	77194	94011	108949	103717	496778	39707	175469	71230	79680	79235	137605	80867	114013	240588	125508	113322	8369	41965	22072	116860	119870	56619	106308	88249	81143	67778	129432	18013	180014	49303	116727	204890	24821	102544	153033	69935	320045	97449	61781	20156	21026	96661	102021	36588	100268	127192	91229	71102	48424	117635	83491	62840	58015	142481	74982	307815	197565	161246	48885	102873	81011	59278	65103	66404	8234	1200	1817
TJ1:bin_000321	736082	748248	869161	319848	174895	39361	131473	254077	277500	498715	1091168	122942	246690	895277	242446	231620	660592	139900	227422	602766	751087	111595	270507	135704	22621	0	613	0	2283	0	1914	600	4577	1208	736	529	154358	6978	66731	121	16649	5676	600	395	3234	11819	712	86184	8611	14173	1067	300	3720	26002	9183	4384	40101	4523	47776	365214	44008	80382	14010	99449	23045	68516	46303	20631	463198	1870	8049	17530	24338	774	2750	23886	73995	9712	45765	65817	81844	26607	101688	5525	7164	249027	11581	4274	30475	39267	27203	182656	189043	11758	49191	60758	2988	72644	59395	6281	29888	23671	11759	101964	17558	2899	26230	673	6076	45486	31754	38480	3932	54991	12420	905	56984	4940	56938	61431	1533	11134	274830	58148	16170	67003	26723	21245	15914	21834	392267	19717	41654	20336	2552	5463	22737	4981	56278	7529	20364	33614	532472	426879	929	300	0
TJ1:bin_000322	938617	1151145	737782	1691652	324555	903312	1761637	1567643	764681	577658	917083	427730	1442710	1398958	1050394	1762828	744725	331406	222267	569258	1505346	1581362	1670812	337126	223114	0	448601	0	156154	0	187375	341259	84592	28683	369956	198249	24006	163076	50587	103866	120393	449003	125633	116932	287565	89933	162449	496407	158364	158566	543749	121471	255841	332376	191229	198403	948121	405618	644608	305980	318429	145405	116357	768959	186540	255978	216445	223240	239707	337231	168004	232085	96982	230818	259238	164022	276249	198260	107781	190028	92104	413049	330643	389591	146258	155178	795079	259159	143456	69901	121836	207620	126820	76633	172471	193098	81584	79729	519112	172363	92380	131690	78936	224659	537950	228485	116365	203747	596896	11093	317090	191299	520809	192703	360464	113285	496644	136918	313511	197074	928638	245076	63346	18764	75588	206159	113130	194265	268795	152067	68065	133959	791966	761240	187335	209414	236496	999948	177057	601369	126623	90365	22104	191221	124878	738	5393
TJ1:bin_000325	739920	348345	565760	973136	844281	962769	207384	174260	986840	132604	193834	727180	1031380	679645	1127381	1099085	834595	228637	69135	1047468	178834	870887	388229	820526	422995	0	613	0	4248	0	4408	150	10834	0	2654	19291	7381	19240	11251	527	17249	14272	5609	13628	13860	15596	935	3494	294	4496	453	52588	15645	7225	1199	28200	44370	1906	26467	7017	12440	87279	19834	64649	447617	24834	58650	43632	7865	18030	80750	27677	10593	98062	75005	36567	29951	124660	13655	23763	81067	36884	32096	25379	23611	20466	197220	7696	160688	14156	18059	19401	16279	61682	214800	2950	1715	22363	24733	27474	11768	64855	7101	80267	75987	16200	191957	32323	24723	1834	13454	12208	26376	240637	110459	2010	22834	17179	17728	45687	27811	144448	13010	932	13831	14019	15890	23648	13678	57345	13746	28865	20259	48750	8156	17229	12162	417387	12379	24183	100027	8679	13536	1315	3965	1294	0
TJ1:bin_000327	2469248	345667	295239	2570571	849022	2569507	1031199	1017955	501583	264235	2433658	1996653	2061636	2214484	2527914	1049007	1410033	952714	226993	2545003	247098	322836	83804	1255238	216184	0	8419	0	2070	0	8097	4478	620456	3690	5728	5047	73605	28460	469482	6857	59305	20979	7321	8621	8558	340423	6894	8427	17457	206535	9915	23722	15067	8573	17925	8434	294626	8657	509513	149702	39967	676798	1173114	19175	838205	92005	691496	19942	1059421	6077	522591	61080	69467	5985	13324	20216	210021	1391181	57146	178220	258309	46343	64159	1169395	37807	196310	444995	13755	101819	350759	28251	179864	1070048	3807	739867	16938	5623	418637	8382	48630	431563	1201554	8802	215182	25982	346177	1533755	7733	64513	5407	72203	29603	9714	1751239	699852	11253	58844	336726	259299	15351	12055	79982	241310	10954	1878448	38411	95096	509301	199422	16062	56384	24175	46689	32435	8875	214568	32861	1365460	469336	493153	1134157	250023	21841	42646	14436	0	903
TJ1:bin_000328	420800	2033193	1238949	130228	139160	208125	1689287	999069	1783588	1985659	141724	336195	389994	237578	184179	127604	504320	998053	382017	258844	1835245	486366	70892	134216	157799	0	1923	0	600	0	3286	1144	36633	894	2925	2664	8954	70826	10711	3514	7159	7331	4070	7367	11553	23527	3296	10694	38302	15450	2014	15465	37369	3487	7441	8857	79909	4649	337250	76321	134638	50909	22992	17848	66006	16867	43231	22611	19827	3311	28763	163359	60720	1175	9085	13385	96592	27961	38700	18403	41706	23497	385488	63796	152411	28093	70183	141031	45749	26079	57043	46197	47231	6435	20901	10645	3676	20097	2623	14387	15069	12944	22624	90134	9084	20958	26483	3074	72868	21465	16315	526491	4880	48985	32248	19944	97476	29352	35561	15497	8717	58189	38649	13954	17689	30424	28735	58791	10267	29775	21205	30240	90688	33195	8049	67299	62709	33699	41474	33461	28109	27869	28250	22054	8600	130	189
TJ1:bin_000329	75874	1017326	114150	1808772	45258	163837	1853037	1685481	111988	33538	1828910	61129	647108	1615029	78861	1792704	142079	44374	26709	52088	929400	1839631	1779413	28201	19482	0	12757	0	22162	0	25537	9733	9624	3114	64335	23999	3651	14184	4754	48957	3588	291813	45267	157736	41446	4746	17221	14863	15284	24209	12549	452575	219495	37524	69453	152209	802236	22178	251440	47185	36461	12112	19505	42106	11262	13387	19436	58664	17704	565759	10437	21611	7604	16942	26928	85356	286998	226855	8983	159914	8034	403508	17769	29750	12835	7273	576790	52741	8718	6882	10030	180321	15375	25441	98571	59359	3395	8364	158867	113693	42477	7949	83269	41712	1153069	19167	23935	23301	74707	2276	93150	10157	130320	8886	19306	22267	410033	8136	28095	399809	51799	17906	4989	4407	7499	15103	8197	12967	38066	9376	13881	735419	207173	741544	223158	294332	116344	380868	24635	78048	10298	7119	2868	40150	31180	465	345
TJ1:bin_000330	358517	768338	120261	625293	115949	1363619	1089689	1095783	53976	48981	442651	90137	415051	750361	807079	1240953	262523	57100	43479	298193	712898	214967	2071973	150129	309086	0	143888	0	796685	0	951037	2132	29665	1902	327363	259029	11915	149609	86748	3911	311060	800899	440887	657359	806145	147352	50406	881016	177306	219184	3764	137389	329947	1035133	368486	305910	586040	880370	375087	158968	412072	251564	243384	1150790	226120	847019	273611	360817	237221	1302932	169722	238015	151666	218489	1253551	170508	354859	195955	70349	283438	75178	864929	360007	299440	33695	289212	374554	340018	350634	56132	81425	191826	150378	847038	157979	206890	28143	149220	817005	208848	232916	148289	185496	300479	809220	384838	158063	192792	583790	2691	230053	186481	893866	242718	323706	518021	128881	189944	340587	352307	1228287	295303	29013	26265	56538	186459	94511	206449	159610	143295	112876	354549	425130	371233	302244	350868	199650	366137	262890	236041	170870	113834	7936	258861	459487	427	0
TJ1:bin_000332	654939	1235194	1110379	945663	257828	1155027	1497946	1522704	477149	426254	1043165	457501	1369341	805115	881785	1752134	825080	270217	163482	345816	1110402	865469	871514	163281	215841	0	279190	0	48253	142	50731	20112	38856	5459	109668	27151	25257	43939	21186	53833	16309	56203	28056	45937	178008	36533	69593	70023	69773	50822	187574	144210	230248	29333	94082	92038	359137	97693	208790	103455	120806	56524	61148	102512	65594	139561	115900	236399	86645	50339	93260	109789	47461	449755	54166	88407	76749	155900	47001	62781	31739	146572	98632	85469	58603	48397	131573	67200	77370	29842	35349	65760	35875	27544	115280	117945	25348	36154	32345	134142	45367	52703	19915	62398	19610	24014	36144	243985	86982	5917	55001	71078	29839	80480	105695	61389	122569	60104	65346	72541	33406	35067	26058	16961	42625	37498	29905	82453	30044	45865	30422	72910	184128	118470	73990	71488	135034	166033	61642	100711	95329	38405	20814	69115	48491	220	597
TJ1:bin_000333	52344	1453550	474949	1340131	40985	730347	901500	1302978	76150	184549	60477	53848	471262	1171670	443385	139938	46921	17465	14347	37985	922217	656408	1075763	16522	17608	0	5798	0	6225	0	13879	5202	6047	2185	88004	35762	4513	66219	3807	4371	38235	67293	18872	74843	33958	5918	23055	36524	5542	113048	6621	109122	112462	877098	787610	64205	937732	19031	21399	30743	191885	23224	13220	95739	33026	68573	388409	70989	154853	54431	12843	16459	7403	5326	150229	30958	373206	64181	7458	44051	8463	249608	23727	171001	6002	51867	790923	192025	17582	3986	20661	84004	7592	60037	9307	11666	6741	7111	124553	45605	92841	52695	160167	89885	281704	177477	22810	6074	176788	438	45890	38324	43413	14995	26708	21748	299017	17101	61260	392610	179237	98133	5084	2352	5007	52222	5357	16817	131115	25544	9928	7449	256592	237080	36089	855263	104270	342281	95929	20811	20904	26480	1729	243925	158317	164	0
TJ1:bin_000334	585403	230854	1300270	541855	913085	880866	667381	1191952	1647396	1510066	455414	758347	348395	295454	837955	329204	1091223	864754	941252	565848	1111856	287698	5877	381223	980381	275	8659	0	2565	0	2360	709	62012	1941	912	1090	21631	63560	77175	8820	8944	0	1299	343	1676	154277	19803	976	4528	176958	1809	11280	4441	8391	1799	2413	562608	7174	38113	2708	1971	51226	68921	18901	54273	131251	94148	1204	320468	2409	25197	20906	117680	4389	11034	12284	54647	25970	62949	32875	76836	1313	33129	22036	72820	30856	125469	7523	75158	51020	262785	111996	39272	16326	36658	1552	0	48364	8372	1332	65886	71606	4596	56915	1573	158102	104322	955	35169	199180	59480	71969	241	163480	46359	5701	111333	165731	29421	15936	83703	72185	79491	56979	61188	196103	400716	69047	23677	337353	99150	3818	54567	27851	594	1536	26667	53589	48620	49069	37718	50815	34329	118313	729	0	90
TJ1:bin_000337	722275	1436869	1403333	1359219	40358	1092477	1550777	1059743	895826	107002	1731804	629621	1550234	1012713	58126	933812	62150	45642	29899	41893	1562224	1266478	1597958	35751	38550	0	33933	0	272816	0	817388	8220	12174	6782	112535	891682	2338	18076	8069	15990	30708	345763	224768	835028	609266	15131	8925	493994	87379	757529	16879	175232	398067	257431	261009	83962	1476000	89649	281982	160089	322422	27492	152179	777872	123308	32972	158986	180475	538725	683277	240901	865474	25457	383072	701666	425656	379885	606940	11514	282754	8920	1487718	667480	137142	20321	72594	963333	1068839	19788	9812	14233	99124	35517	24092	262431	49353	69574	29126	391424	321832	165830	10063	21125	196889	811797	339593	84762	122890	1760370	2761	80852	74981	590093	21332	351383	79124	453624	11008	1565600	118641	230194	180326	7006	7688	9603	11905	11572	18913	243445	87786	108823	244676	468976	505115	120604	445239	281644	374084	183475	653618	33588	8525	5304	406642	241399	845	262
TJ1:bin_000338	36199	41827	27461	42237	22409	46785	63344	792603	23930	29771	48787	17949	47116	28321	40594	37527	41053	17675	12980	32657	2304695	45416	85230	21327	21382	0	3428	0	898	0	4169	1402	3545	425	3859	2310	1811	4197	1624	1403	4916	15197	2108	13992	3327	2657	3650	5755	4056	4574	4512	6316	7254	3754	3906	4213	549175	3956	11307	5053	5734	7498	4173	17782	7466	4136	4378	14508	3549	109095	3898	11660	3804	2127	9965	3109	9850	6559	4221	5299	2622	11836	10033	8805	6013	3896	10651	237681	6025	3301	4409	4575	4840	1121	4593	5127	3478	4923	3487	5836	3320	2292	1476	5925	8465	3942	5891	1655	86647	722	5336	5936	7707	7513	6367	4937	9428	5552	4400	24142	7514	5396	3248	1031	7604	4577	4180	3207	1363	5627	2184	5410	8275	9779	9997	8969	7862	17023	4795	6781	6070	2363	1129	3487	4413	0	0
TJ1:bin_000339	845988	1519527	867059	1804359	388321	2055563	1788080	1546805	281525	247726	1618980	619246	1401194	1289713	1453904	2246425	1070872	279108	156911	1042361	1386896	1046083	2012954	649603	976459	0	396077	0	604411	0	636437	15679	122672	9143	250276	157326	32310	370630	141351	39189	695629	1118069	243706	607707	659571	166881	88218	1267907	845740	249021	4117	136524	374088	623783	728266	373084	777546	868700	392771	373315	544485	491342	303473	1077963	277568	788941	362630	598369	436716	1136090	332923	433123	320203	949008	988818	428756	565420	464407	208955	471855	116916	611825	635163	459494	125729	300443	735095	357500	478770	124904	261779	303852	383658	644771	266088	524246	36470	212983	937364	626582	247382	191754	483683	514433	1442809	390550	392254	252422	645603	11387	633582	347751	1098462	507117	333812	380181	236071	328216	446827	814780	867173	190412	212203	71486	105757	311031	320802	323153	432413	352468	268554	560411	748282	583737	527548	386724	323481	860811	432849	380297	309010	226195	37837	326884	368802	3415	920
TJ1:bin_000340	673268	690292	1415734	252076	487238	867667	315627	352754	987483	883406	1269288	514320	557580	883771	735514	1130423	1612472	1012405	624152	973133	1907644	1692941	244953	683747	916685	0	1526	0	717	0	1531	0	110430	105	916	843	52848	46168	20475	969	15703	4000	780	9150	1649	49639	2207	1067	2380	15422	172	183385	6217	2578	5167	2204	477482	1210	84003	293876	84285	60758	18277	63478	116026	99191	200954	14403	5946	2236	7431	391397	277688	1012	2481	23564	40502	42218	17204	26360	103194	51475	64812	21096	68628	10266	60471	22960	24070	17338	22153	46512	78384	11740	57268	1208	289	28224	9906	7112	63615	20570	47547	146078	23071	12104	25842	1848	160177	6323	29751	77606	9203	119281	47834	31076	162283	69324	16266	4769	23053	17451	60762	29619	223901	161059	119615	46515	17069	22463	3953	104227	120721	64952	15560	120139	32024	38102	105526	135104	78806	66860	23046	124204	2745	0	0
TJ1:bin_000342	1813233	1837277	1858914	1729047	1773382	1783754	1741628	1818795	1833657	1838220	1785673	1449916	1585865	1699456	1789019	1709678	1844427	1601973	1803503	1797325	1823899	1649707	1620576	804680	1462114	0	14986	0	418434	0	31188	8955	385109	16896	28966	39892	323158	194512	170003	11607	35300	292842	22807	228151	127691	385657	48080	11411	51616	17898	199624	586431	283840	451365	59251	165547	547453	72755	493804	823893	802140	590268	656444	698968	317641	299331	146281	267065	145524	43278	191125	238616	309800	9482	108219	242366	620212	167348	345267	375427	461386	419090	419172	187330	913159	365620	239348	141814	351092	336499	167364	434020	817818	80744	230547	404799	31582	515465	47978	94050	274211	132213	304044	231485	79375	128749	211760	79211	215531	187073	226267	701530	86915	470812	333484	65803	182671	415723	177351	218796	103364	104943	667213	74925	221295	272241	241808	254243	197249	252743	252314	283859	123615	142146	305120	362842	519172	216274	118605	142245	194944	137374	481041	111143	14416	1764	457
TJ1:bin_000345	1500757	766171	923992	1151696	1026962	1668789	1414651	1563747	269692	970206	1473155	825945	1027582	1163977	1635767	982041	1234523	491348	586757	1454846	1028768	374803	900670	1027074	1553641	0	142731	0	123264	0	234409	74916	274221	17247	146953	104286	265553	327023	267614	138042	732581	338369	243048	375580	211438	394871	218907	740131	741534	361822	57888	406802	409814	263548	435979	415590	725239	324712	457265	369350	606179	850841	503779	561831	600685	468983	501120	287516	761165	283980	448658	359300	392089	131754	442626	422263	586360	446547	454579	699720	403845	575199	695479	440218	307002	700559	533303	419764	617139	346103	428514	358966	895680	189427	414417	241004	171862	484520	329067	365053	450989	412405	841855	581197	369203	257605	529702	204402	508454	69239	600526	565769	390394	816005	767775	234391	225994	434118	376443	530175	432946	334365	562523	115578	499148	561075	366874	443904	671517	351341	461150	451478	422737	508617	288037	566968	329092	602805	434440	385230	700220	341265	241143	436448	384196	600	4678
TJ1:bin_000349	1282091	1785628	1370744	2093998	183397	2158209	2100062	1993323	467837	685945	1696072	580127	1604475	1675806	1833812	2119729	1135582	447392	48531	1340699	1987362	1671036	1187833	25902	18339	0	649683	0	28442	0	47827	90172	43625	19918	67869	30488	4218	341539	4043	53730	13166	81822	43571	87581	376419	72396	150635	223607	419721	529478	55351	607088	398420	46144	777104	349657	1066069	492237	474692	513591	221180	137798	84316	295928	254898	145132	478348	859579	494509	53757	229445	516143	185359	147525	396557	183191	434656	165219	123800	945488	59594	312569	291753	499401	222745	188423	423907	182093	69517	69913	112426	514031	267939	24551	462436	167053	19123	83304	60580	454981	485832	283501	42710	541260	259079	233167	316938	44492	869893	1649	287706	169615	91984	937304	244841	463123	335931	401928	240510	591490	246060	271454	8657	5179	240923	561874	118657	186516	150697	86812	77048	308800	698665	313973	167636	868098	291255	1606035	445200	401636	366410	162755	4623	328117	468210	3867	3467
TJ1:bin_000353	345844	555511	691426	40480	40735	476373	656139	718035	24133	685525	492705	294623	287932	245667	299430	643400	177303	26038	51138	254949	809217	84091	349765	296649	487571	0	921	0	739	0	8207	878	56742	300	4048	5507	1690	56132	5212	450	8085	4814	6935	4024	5819	60060	750	4282	2315	1801	2457	10219	4925	22820	595	138381	47529	4111	38648	126809	14442	55558	57060	157655	18877	16174	63922	4216	3347	9148	6257	34306	111913	407	1401	2314	94922	66762	14654	16303	8153	8379	97430	24982	54904	44363	45697	25876	33789	12974	14200	67243	16007	4601	14885	300	1169	43616	11694	4501	2732	13422	3492	28134	7787	31535	13588	3994	47249	1517	9070	31026	10244	26035	71233	731	16507	44925	16860	6070	69670	3499	3553	1115	21306	63255	4162	21986	7015	70311	5110	8219	17764	53278	4587	11894	9049	8065	12060	74708	13560	6544	3856	2211	1811	287	0
TJ1:bin_000356	376353	1027577	1558494	70778	1234234	521811	571786	1247876	1870578	993560	442764	560411	419965	999423	1317474	58558	395357	867064	654537	690110	675962	849979	38415	1009443	482075	0	12483	0	17242	0	8354	79231	107798	584560	3899	4249	101929	70746	87228	14882	54411	8176	5859	6173	36064	326178	13058	83549	57533	6026	157290	176617	17268	262882	275759	7830	200589	51760	89278	290489	128211	42070	43912	56776	86686	177173	63469	9825	24805	4530	81068	127094	58930	2307	7229	6255	63225	18808	84704	72654	71168	72373	207295	38280	106567	12467	58421	44411	150209	45587	112441	68483	127024	4616	13562	166669	7604	87462	6840	7853	109377	53102	173746	72315	7775	64214	38734	4406	114594	18625	6926	247131	4768	185906	39671	263190	32372	78409	30443	50256	10896	77478	116146	56647	127344	107629	33903	43795	13933	54631	173652	7282	20282	20478	6439	7403	25160	11612	64168	40753	32348	21255	42771	256245	5363	0	446
TJ1:bin_000357	992457	1116008	288228	1853543	111584	1232589	1552149	1223615	123356	733163	1403759	236660	1524625	631915	1124537	1676827	1384591	311770	182979	831058	1867831	1024631	1807787	236673	90779	0	70381	0	150288	0	87026	43207	58339	8777	218697	64669	7411	54570	39014	12916	18293	151204	187465	31363	445856	70157	18996	234564	147032	215810	962043	342877	343398	146139	880394	784542	230375	459912	195474	120227	197915	109378	119735	422254	72583	247893	100089	198425	139057	111817	41390	27269	27023	186829	737736	69106	94835	111043	48932	159897	50443	99834	29051	131847	47173	105923	204923	45668	23685	55240	24108	92567	100109	61843	114837	150256	280881	60320	158632	142770	85917	88557	40481	81352	217003	9531	90897	95530	230280	965	62270	53495	68444	109944	141331	63407	101856	80950	109577	453184	217634	26253	54271	15529	42003	61016	114055	122893	161769	20270	7825	144090	201660	98371	178411	119008	93153	338542	49526	101703	55267	67629	3605	125094	46752	0	0
TJ1:bin_000358	250146	116071	855459	959472	140913	478861	624276	902454	287420	138172	949778	203483	1008454	545255	705486	299512	116861	156317	82209	170652	786554	890966	116305	156123	104846	0	150	0	28818	0	1683	299	14657	431	2971	4854	8155	27477	13748	0	16473	14174	4039	6721	11007	22768	1289	9360	276	26206	0	18026	12751	18811	25448	5019	320514	18309	77841	6775	24038	23440	20570	117430	32459	48318	35988	5212	23232	4937	11465	91760	19105	68391	19553	6103	61339	84914	13132	47430	21913	13954	57665	76282	20399	18900	128316	26356	57304	14643	36290	17337	35938	7322	56538	7683	583	24018	165517	2083	20069	29869	634	89882	15353	17927	44622	226738	47431	898	15783	9320	9588	41975	86287	754	90443	19738	48249	25716	21979	168233	7929	6427	26380	21581	17236	72656	64015	18699	7231	15542	57523	120947	12313	266628	27611	405763	69605	221829	72664	16959	20181	13456	2359	229	0
TJ1:bin_000360	1740186	1911349	1715938	1223361	1935502	2183205	1469974	1445951	2428696	2493646	1653727	1891222	2154854	1502732	2506727	1627586	1532175	2308304	2637948	1907582	1875023	1896030	552894	1757487	544989	0	78766	0	154765	0	43936	18751	373231	71141	21363	20236	124312	218740	162251	39303	43464	21611	30470	58378	79984	576972	141435	39562	147482	497404	694344	139557	127735	102474	92208	228298	173781	109531	278334	569436	211962	122377	291167	470367	197565	45674	126207	295158	422804	30565	167239	126186	197489	43704	368637	219240	313812	79408	150054	130354	171098	68752	312279	80076	826653	253261	185959	152422	104019	73197	231894	186386	402836	191513	145402	543569	45481	139521	26672	391245	226060	91827	294565	94914	51998	80550	192844	184196	104677	73112	93893	725859	33002	233124	115921	105694	198660	264890	100544	25222	71709	64635	466752	104030	194850	299988	668247	153763	156927	148276	193683	225458	100999	123318	456032	143958	210734	187753	78127	153268	99502	131527	111548	249344	16567	0	2321
TJ1:bin_000363	40084	385193	63488	1135407	17977	579251	842348	248456	26204	26341	351288	20652	148332	93855	32974	266005	30287	10613	13224	29342	708468	184349	2388365	12358	16171	0	86641	0	18573	0	126273	30729	5840	1526	49683	73331	2570	124001	4591	25897	151285	698102	304611	36287	239155	7874	161596	88513	6204	9383	8793	35045	182150	78445	187241	57819	668673	155755	156936	215630	102558	32686	19908	187682	11210	220541	23568	687001	241092	66566	6833	145339	16566	21319	63081	148147	318177	113142	3520	10672	3275	187010	102680	101631	3042	9036	180821	30706	24594	2410	107758	52745	6409	7788	18188	29013	7673	5344	214205	66074	39819	19300	4445	64607	125417	58074	31339	55989	343598	300	32950	31075	174851	16481	99111	77814	137093	28310	39045	55516	373302	152936	4596	711	8242	8255	5749	45458	164594	150595	5094	38554	231366	255438	203203	211302	82718	815883	122528	160836	19828	37716	719	238761	50102	3238	294
